E  |||  
E  |||  
E  |||  
E  |||  
M  |||  BLADE RUNNER
D  |||  what goes on around here. I'd
D  |||  like to check the dressing room
D  |||  if I could.
E  |||  
C  |||  SALOME
D  |||  What the fuck for?
E  |||  
C  |||  DECKARD
D  |||  For holes.
E  |||  
N  |||  This guy might be an asshole, but he's funny.
E  |||  
C  |||  SALOME
D  |||  I don't believe this.
E  |||  
N  |||  She shrugs and they go in.
E  |||  
E  |||  
M  |||  INT. DRESSING ROOM - NIGHT
E  |||  
N  |||  Musty, cramped. A portable shower, a dressing table
N  |||  and not much else. On the dressing table lies a snake.
N  |||  Deckard watches it undulate into the warmth of the
N  |||  lights.
E  |||  
C  |||  DECKARD
D  |||  Is that mother for real ?
E  |||  
C  |||  SALOME
D  |||  Of course he's not real. You think
D  |||  I'd be working here if I could afford
D  |||  a real snake ?
E  |||  
N  |||  Deckard reaches out to touch it. As his fingers make
N  |||  contact, there's an electric "snap". he jerks his hand
N  |||  back from the shock.
E  |||  
N  |||  Salome is taking off her costume. There's not much to
N  |||  take off.
E  |||  
N  |||  Deckard gets a glimpse of nakedness as she slips behind
N  |||  the screen and turns on the shower.
E  |||  
C  |||  DECKARD
D  |||  How long you been doing a snake act ?
E  |||  
C  |||  SALOME
D  |||  What is it with you... you looking for
D  |||  holes or what ?
E  |||  
N  |||  He starts pacing the room like's he's inspecting the walls.
E  |||  
C  |||  DECKARD
D  |||  You'd be surprised - they have their ways
D  |||  of doing their dirty work without the victim
D  |||  even knowing what's going on.
E  |||  
N  |||  His fingers are moving over her gowns. There's about six of
N  |||  them, on hangers, but nothing quite like the one in Leon's
N  |||  closet.
E  |||  
C  |||  DECKARD
D  |||  You'd be surprised what a guy'll go through
D  |||  to get a glimpse of a beautiful body.
E  |||  
C  |||  SALOME
D  |||  No, I wouldn't.
E  |||  
C  |||  DECKARD
D  |||  Little dirty holes they drill in the wall
D  |||  so they can watch a lady undress.
E  |||  
N  |||  And to his amazement, low on the wall, behind the dresses,
N  |||  he actually spots one. He moves down for a peek.
E  |||  
C  |||  SALOME
D  |||  And what if somebody did try to "exploit"
D  |||  me? Who do I go to ?
E  |||  
N  |||  Deckard's peeking at a pair of fat legs in the next room.
E  |||  
C  |||  DECKARD
D  |||  Me.
E  |||  
C  |||  SALOME
D  |||  And who do I go to about you ?
E  |||  
N  |||  He looks around... she's out of the shower dripping nude.
N  |||  Her hair blonde and cropped short. Her black hair is a wig
N  |||  which now hangs on the wall next to the shower. She didn't
N  |||  look like Nexus designated Zhora to begin with, but even less
N  |||  now.
E  |||  
C  |||  SALOME
D  |||  So did you find any holes ?
E  |||  
N  |||  Deckard makes a sheepish grin.
E  |||  
C  |||  DECKARD
D  |||  One so far.
E  |||  
C  |||  SALOME
D  |||  You're a dedicated man.
E  |||  
N  |||  Her smile is an invitation. She throws him a towel.
N  |||  He catches it and she turns her back to him.
E  |||  
C  |||  SALOME
D  |||  Dry me.
E  |||  
N  |||  The evening doesn't have to be a total waste. Deckard
N  |||  steps up behind her and starts patting her down.
E  |||  
N  |||  On the dressing table in front of them the python
N  |||  noses through the cosmetics, tongue flicking, trying
N  |||  to get back to its mistress. Caught up in the sensu-
N  |||  ousness of the moment, absently she reaches out to
N  |||  stroke the snake.
E  |||  
N  |||  Deckard works his way down her back, over her buns and
N  |||  as he reaches her thighs, sits on the cot. Concen-
N  |||  trating on her buns, he leans back for a handier per-
N  |||  spective. But jerks forward like he'd been stung as
N  |||  his ears are hit with the BUZZ OF RATTLES directly be-
N  |||  hind him.
E  |||  
N  |||  Partly hidden behind the pillow against the wall is
N  |||  the Egyptian's pride and joy, a four-and-a-half foot,
N  |||  ring-tailed diamondback rattler. Its lethal looking
N  |||  spade-shaped head elevated out of its coiled body,
N  |||  tail erect and whirring madly.
E  |||  
N  |||  Deckard rolls off the cot going for his blaster as he
N  |||  hits the floor. SALOME/ZHORA has her hand around the
N  |||  head of the python and, using it like a club, she
N  |||  brings it down with all her might.
E  |||  
N  |||  Deckard rolls out of the way as the SNAKE WHISTLES
N  |||  through the air with such force, it ruptures as it
N  |||  hits the floor.
E  |||  
N  |||  If Deckard's fast, Zhora's a blur. As he FIRES, her
N  |||  foot kicks into his groin, and he doubles up with the
N  |||  pain of it. He tries for a second shot but she's al-
N  |||  ready out the door carrying a raincoat.
E  |||  
E  |||  
M  |||  INT. PASSAGEWAY - NIGHT
E  |||  
N  |||  Bottom lip between his teeth, Deckard hops out of the
N  |||  dressing room in time to see her go through the door at
N  |||  the other end of the hall.
E  |||  
N  |||  It hurts to move so fast, but he jack-legs after her,
N  |||  arrives at the door and flings it open. Blackness.
N  |||  The SOUND OF HER HIGH HEELS CLATTER down the metal
N  |||  steps.
E  |||  
E  |||  
M  |||  EXT. STREET - OPERA HOUSE - NIGHT
E  |||  
N  |||  It's RAINING HEAVILY.
E  |||  
N  |||  The front of the Opera House is open only to foot
N  |||  traffic these days. A bizarre place on a Friday night,
N  |||  hawkers and whores, the rabble, the poor and the curi-
N  |||  ous mill around the crudely built platforms and
N  |||  brightly lit stands. Zhora, in just a translucent
N  |||  raincoat, is not out of place in this flea market at-
N  |||  mosphere. Trying not to run, she slices through the
N  |||  mob as quickly as she can. Deckard is not far behind,
N  |||  dodging and side-stepping, trying to move against the
N  |||  tide of people scurrying for shelter.
E  |||  
N  |||  She comes to an intersection and turns out of the mall
N  |||  onto a less crowded street. She glances over her
N  |||  shoulder as she breaks into a run and runs right into
N  |||  a couple of pedestrians. All three go down.
E  |||  
N  |||  Deckard comes out of the crowd in time to spot her get-
N  |||  ting to her feet. She sees him and runs. The two
N  |||  pedestrians are in his line of fire. He runs past
N  |||  them and drops to one knee, leveling his blaster.
E  |||  
C  |||  DECKARD
D  |||  Stop or you're dead!
E  |||  
N  |||  She doesn't.
E  |||  
N  |||  Deckard OPENS UP, squeezing off two quick misses.
E  |||  
N  |||  WHAP! The corner of the building disintegrates --
N  |||  bricks imploding, dust in the air.
E  |||  
N  |||  FWAAAP! Another miss! A lamppost wrenched with a
N  |||  tight air implosion. Twisted metal, a breath of smoke.
E  |||  
N  |||  Deckard FIRES again!
E  |||  
N  |||  WHUMP! Zhora takes a hit in the back of the head, and
N  |||  that's it for her except her motor reflexes which keep
N  |||  her going right into a showcase window.
E  |||  
N  |||  CRASH! Zhora explodes through a series of plate glass
N  |||  windows in adjoining shops.
E  |||  
N  |||  Deckard is trying to pour FIRE through the tunnel of her
N  |||  jagged wake, but after TWO MISSES his blaster CLICKS
N  |||  empty, CLICKS empty, CLICKS empty and he watches her
N  |||  go.
E  |||  
N  |||  Zhora breaks through one window after another, getting
N  |||  sliced, already shot, running on reflexes. Glass
N  |||  sprays like fireworks as she smashes through the last
N  |||  two windows and into the street. She's going too fast
N  |||  to stop.
E  |||  
N  |||  She hits a passing bus so hard she's smeared all over the
N  |||  side like a mural and the bus squeals to a halt.
E  |||  
N  |||  The rain has stopped and turned into a quiet DRIZZLE.
N  |||  WATER GURGLING down the gutters.
E  |||  
N  |||  Hunched over, breathing hard, Deckard comes slowly
N  |||  forward. The crowd starting to gather. Something here
N  |||  for everybody as they're coming from all directions.
N  |||  Deckard moves through them, ending up to the side of
N  |||  the bus.
E  |||  
N  |||  Zhora is wedged on her side, torn, bloody and broken.
N  |||  All she can move is her eyes -- they dart about like
N  |||  a wounded animal doomed in a trap and stop on
N  |||  Deckard.
E  |||  
N  |||  He's kneeled in the street, stooped low, head cocked at
N  |||  an awkward angle looking back at her.
E  |||  
N  |||  In the cramped and dripping darkness her eyes are turn-
N  |||  ing glassy. The intervals between the FALLING DROPS OF
N  |||  WATER accentuate the silence until there is no dripping
N  |||  and even the gurgling gutters have receded into silence
N  |||  as the life drains out of Zhora's face until it's
N  |||  frozen, dead.
E  |||  
N  |||  Deckard's eyes slowly follow the rivulets of blood that
N  |||  lead over the slope of a blacktop to his shoes. Deckard
N  |||  tries to repress his wince. His eyes reveal that it's
N  |||  getting to him. He's aware of the spectators around
N  |||  him.
E  |||  
N  |||  Looking up, he sees them moving nervously away from
N  |||  him with frightened looks.
E  |||  
N  |||  Then he sees her. Rachael is standing in the crowd
N  |||  staring at the dead Zhora.
E  |||  
N  |||  Rachael's face reveals her horror. She looks from Zhora
N  |||  to Deckard.
E  |||  
N  |||  Deckard feels her eyes burn into him. He clicks his empty
N  |||  pistol stupidly. CLICK CLICK.
E  |||  
N  |||  Lights from a spinner smear over the crowd, sirens whine.
E  |||  
N  |||  Deckard sees Rachael disappear into the crowd.
E  |||  
N  |||  Deckard starts to say something but anything he said would
N  |||  be drowned in siren noise.
E  |||  
N  |||  Rachael is swallowed up into the crowd near a big sign
N  |||  (or some other distinctive landmark).
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  EXT. THE CROWD - NIGHT
E  |||  
N  |||  Leon and Batty are just faces in the throng of ASIANS
N  |||  and LATINOS. They too see the body of Zhora.
E  |||  
N  |||  Batty and Leon look very grim.
E  |||  
N  |||  They turn their attention to Deckard.
E  |||  
N  |||  From their point of view they see a pantomime out of ear
N  |||  shot.... Deckard hastily flashes his badge at arriving
N  |||  COPS, points to Zhora, gives a couple of instructions and
N  |||  hurries off, passing under the big sign, leaving the cops
N  |||  to stare after him with amazement.
E  |||  
N  |||  Batty and Leon exchange a look. Batty makes a head movement.
E  |||  
N  |||  Leon heads off toward the big sign.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  EXT. STREETS - NIGHT
E  |||  
N  |||  The tide of STREET PEOPLE moves inexorbaly as Deckard,
N  |||  like a swimmer, moves through them, eyes busy, searching
N  |||  for Rachael.
E  |||  
N  |||  Thinks he sees her.
E  |||  
N  |||  Shoves his way through the crowd.
E  |||  
N  |||  Not her.
E  |||  
N  |||  Looks around in dispair.
E  |||  
N  |||  Catches sight of her half a block away.
E  |||  
N  |||  Deckard hurries after her. Calls out.
E  |||  
C  |||  DECKARD
D  |||  Rachael. Wait.
E  |||  
N  |||  Rachael looks back, sees him.
E  |||  
C  |||  DECKARD
D  |||  Hold on.
E  |||  
N  |||  Rachael keeps going.
E  |||  
N  |||  Deckard is hurrying past the mouth of an alley. Suddenly
N  |||  he's being hurried into the alley.
E  |||  
C  |||  DECKARD
D  |||  Hey.
E  |||  
N  |||  A big guy is collaring him and hauling him into the alley.
E  |||  
N  |||  Leon.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  EXT. ALLEY NIGHT
E  |||  
N  |||  A family of SAMOANS look up from their dismal cooking
N  |||  fire in the alley.
E  |||  
C  |||  DECKARD
D  |||  Hey, what the hell, buddy!
E  |||  
N  |||  The Samoan's faces are blank. They stick by the fire and
N  |||  express no feelings anout the events in the alley.
E  |||  
N  |||  Deckard is swept off his feet and twirled around in
N  |||  Leon's bear-trap embrace.
E  |||  
N  |||  Leon lets go and Deckard hits the pavement, skidding
N  |||  hard enough to tear clothes and burn skin, but he
N  |||  rolls out of it and comes up with gun in hand; but Leon
N  |||  is so fast he's already there and kicks it out of his
N  |||  hand.
E  |||  
N  |||  Leon moves towards him, backing Deckard against the
N  |||  wall.
E  |||  
C  |||  LEON
D  |||  How come you knew where Zhora was
D  |||  so quick?
E  |||  
N  |||  His hand is like lightning. It shoots out, grabs Deckard's
N  |||  hair.
E  |||  
C  |||  DECKARD
D  |||  I showed pictures. Somebody
D  |||  recognized her. I went to see.
E  |||  
N  |||  Deckard is pale. The sweat is starting to run.
E  |||  
C  |||  LEON
D  |||  How old am I?
E  |||  
C  |||  DECKARD
D  |||  I don't know.
E  |||  
N  |||  The grip tightens and twists.
E  |||  
C  |||  LEON
D  |||  My birthday is April 10, 2017.
D  |||  How long do I live?
E  |||  
C  |||  DECKARD
D  |||  Four years.
E  |||  
N  |||  He lets go.
E  |||  
C  |||  LEON
D  |||  More than you.
E  |||  
N  |||  Deckard's knees come up fast, but Leon's fist comes down
N  |||  faster, like a hammer.
E  |||  
C  |||  LEON
D  |||  Painful to live in fear, isn't it.
E  |||  
N  |||  Deckard is doubled over, hugging his thigh.
E  |||  
C  |||  LEON
D  |||  But that's how it is to be a slave.
D  |||  The future is sealed off, he
D  |||  grovels, he waits.
E  |||  
N  |||  Even hurt, Deckard is fast. He goes for his ankle gun,
N  |||  but Leon's got it out of his hand before he can even
N  |||  raise it and throws it down the alley.
E  |||  
N  |||  Deckard hurls forward, knocking him off balance, and
N  |||  scrambles to get away. Leon grabs him by the foot,
N  |||  drags him back and jerks him off the ground.
E  |||  
C  |||  LEON
D  |||  Sex, reproduction, security, the
D  |||  simple things. But no way to
D  |||  satisfy them. To be homesick
D  |||  with no place to go. Potential
D  |||  with no way to use it. Lots of
D  |||  little oversights in the Nexus
D  |||  Six.
E  |||  
N  |||  He slams Deckard into the wall.
E  |||  
C  |||  LEON
D  |||  I tell you, nothing is worse than
D  |||  having an itch you can never scratch.
E  |||  
N  |||  Deckard slides down the wall to his knees and huddles
N  |||  protecting his head with his arms, waiting for the
N  |||  next one.
E  |||  
C  |||  DECKARD
D  |||  I agree with you.
E  |||  
N  |||  Leon folds his big hands together and raises them over
N  |||  his head, pausing just a second to savor the satisfac-
N  |||  tion of smashing Deckard's skull.
E  |||  
C  |||  LEON
D  |||  Too late. Your mistake.
E  |||  
N  |||  The spasm that runs through Leon's face is not from
N  |||  satisfaction. It's the bullet that went through his
N  |||  neck. He hits the ground hard, his big teeth biting
N  |||  the air like a rabid dog. Dead.
E  |||  
N  |||  Deckard has slumped to the ground where he sits propped
N  |||  into a sitting position by the wall, staring up in
N  |||  amazement at his deliverer.
E  |||  
N  |||  He sees Rachael standing there with his blaster,
N  |||  Rachael is staring at the body of Leon, stunned and
N  |||  shaken at what she has done.
E  |||  
N  |||  Deckard looks up at her, his eyes swollen into slits,
N  |||  his mouth and nose bloody. He sees how shaken she is.
E  |||  
N  |||  Rachael turns and looks at him. Their eyes meet.
N  |||  She drops the blaster.
E  |||  
N  |||  Deckard gets painfully to his feet, picks up the
N  |||  blaster and starts to reload it. He doesn't make the
N  |||  same mistake twice. He glances at her.
E  |||  
N  |||  Again their eyes meet.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. 42ND STREET - 20 MINUTES LATER
E  |||  
N  |||  It's the 42nd Street of the future, a garish, wicked
N  |||  place.
E  |||  
N  |||  Deckard and Rachaek are walking together, almost
N  |||  zombies.
E  |||  
N  |||  Deckard is only a little less bloody and a lot more
N  |||  swollen.
E  |||  
N  |||  Rachael looks stoned on the horror of the killing.
E  |||  
C  |||  DECKARD
D  |||  There's only one thing that works
D  |||  on cuts and bruises and long nights.
E  |||  
N  |||  She looks at him blankly.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. KIOSK - MOMENTS LATER
E  |||  
N  |||  It's a grimy little tienda with a counter right on the
N  |||  sidewalk and shelves crammed with dusty bottles,
N  |||  bright packs of cigarettes, old magazines and assorted
N  |||  junk. The SALESLADY wears an eyepatch and a sharp look
N  |||  in her good eye.
E  |||  
N  |||  Deckard and Rachael are facing her.
E  |||  
C  |||  DECKARD
D  |||  Tsing Tao.
E  |||  
N  |||  The Saleslady tries to hand Deckard a half pint but he
N  |||  shakes his head and points and she produces a fifth.
E  |||  
N  |||  Deckard is paying when he feels a tap on his shoulder.
E  |||  
N  |||  He turns and sees Gaff leering at him.
E  |||  
N  |||  Not what Deckard expected or wanted. His eyes flicker
N  |||  a warning in Rachael's direction.
E  |||  
N  |||  Rachael is standing in the flow of pedestrians, Asians,
N  |||  Mexicans and Indians. She has already seen Gaff and
N  |||  she gets the message in Deckard's eyes and allows her-
N  |||  self to drift away, part of the stream of humanity
N  |||  moving down the sidewalk.
E  |||  
N  |||  But Gaff's sharp eyes have picked up Deckard's look
N  |||  and he glances.
E  |||  
N  |||  What Gaff sees is the back of a woman's head in the
N  |||  crowd.
E  |||  
N  |||  Gaff looks back at Deckard and makes a head movement
N  |||  indicating the vehicle at the curb.
E  |||  
N  |||  It's a spinner and Bryant is grinning at the window,
N  |||  chewing on a heater.
E  |||  
C  |||  BRYANT
D  |||  Christ, Deckard, ya look almost as
D  |||  bad as that tit job ya left under
D  |||  the bus. Almost.
E  |||  
N  |||  Deckard walks over to the spinner.
E  |||  
N  |||  Gaff is looking down the street, trying to make out the
N  |||  Caucasian woman disappearing in the crowd.
E  |||  
C  |||  DECKARD
D  |||  You get the call on the big one?
E  |||  
C  |||  BRYANT
D  |||  Bet your ass. Two in one night,
D  |||  you're the same old shitstorm,
D  |||  aren't ya?
D  |||  (to Gaff)
D  |||  You could learn from this guy,
D  |||  Gaff. A goddamn one-man slaughter
D  |||  squad, that's what he is, a real
D  |||  shitstorm.
E  |||  
N  |||  Gaff has to smile and nod politely, that's his job.
E  |||  
N  |||  Deckard has followed Bryant's beady gaze to the obvious
N  |||  bottle he's holding in the paper bag.
E  |||  
C  |||  DECKARD
D  |||  I'm going home.
E  |||  
C  |||  BRYANT
D  |||  Home! A killer like you! I
D  |||  figured you'd be up all night
D  |||  slaughtering phonies. Four to
D  |||  go, thought you'd just leave
D  |||  'em dead in the alleys for us
D  |||  to pick up. Haw! Haw! Come on,
D  |||  Gaff.
E  |||  
C  |||  DECKARD
D  |||  Three. There's three to go.
E  |||  
C  |||  BRYANT
D  |||  Huh?
E  |||  
C  |||  DECKARD
D  |||  There's three left.
E  |||  
C  |||  BRYANT
D  |||  Four. That tit job you vee kayed
D  |||  at the Tyrell Corp... disappeared.
D  |||  She didn't even know she was skin
D  |||  till you put the machine on her.
D  |||  Some kinda brain plant, says Tyrell.
E  |||  
N  |||  Deckard has already noticed that Gaff is looking down
N  |||  the street in the direction Rachael went.
E  |||  
N  |||  Gaff feels Deckard's eyes, turns and leers cheerfully
N  |||  at Deckard. Deckard meets the look... an ominous
N  |||  exchange.
E  |||  
C  |||  BRYANT
D  |||  Come on, Gaff.
D  |||  (to Deckard)
D  |||  Drink a couple for me, pal.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. DECKARD'S KITCHEN - NIGHT
E  |||  
N  |||  Deckard is about to swig some Tsing Tao for Bryant.
N  |||  He puts the glass to his lip and the lip, caked with
N  |||  dry blood and swollen, splits again and blood gushes
N  |||  into the clear liquid in the glass.
E  |||  
N  |||  Deckard stares at the bloodstained drink ruefully, then
N  |||  takes a thirsty gulp and licks his bleeding lip.
E  |||  
N  |||  The ice in Rachael's glass is RATTLING. She's standing
N  |||  only a few feet away, half eaten by shadows, her eyes
N  |||  blank with shock.
E  |||  
N  |||  The reason the ice is rattling is because her hand is
N  |||  shaking.
E  |||  
N  |||  You can hear the CLOCK TICKING in the living room.
E  |||  
C  |||  DECKARD
D  |||  Me too.
E  |||  
N  |||  Rachael frowns and looks at him. What ?
E  |||  
C  |||  DECKARD
D  |||  I get 'em bad. It's part of the
D  |||  business.
E  |||  
N  |||  Deckard holds out his hands. They're shaking.
E  |||  
N  |||  Rachael gives Deckard a long hard look.
E  |||  
C  |||  RACHAEL
D  |||  I'm not in the business.
E  |||  
N  |||  Deckard meets her look, understands he cannot comfort
N  |||  her so easy, she will not be one of the boys with him.
E  |||  
C  |||  RACHAEL
D  |||  I am the business.
E  |||  
N  |||  She is grim and angry and shaking.
E  |||  
N  |||  You can hear the clock TICKING.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. DECKARD'S BATHROOM - NIGHT
E  |||  
N  |||  SPLASH. Deckard sticks his head in the sink full of
N  |||  water and the water turns crimson.
E  |||  
N  |||  He lifts his face out of the water, dripping and gropes
N  |||  for a towel, wipes water blindly from his face.
E  |||  
E  |||  
M  |||  INT. DECKARD'S LIVING ROOM - NIGHT
E  |||  
N  |||  Rachael is in the foreground shadows, a drink in her hand.
N  |||  She's watching Deckard who is washing his face in the
N  |||  bathroom,framed by the open door. You get the
E  |||  
N  |||  Deckard in the background, goes on drying. He's naked
N  |||  except for a towel around his waist.
E  |||  
N  |||  Rachael takes a drink. Her face is enigmatic. She's
N  |||  watching.
E  |||  
N  |||  Deckard is unaware of her eyes on the back of his neck.
E  |||  
N  |||  She's looking at the ripple of muscle around his
N  |||  shoulders.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. DECKARD'S BATHROOM A FEW MINUTES LATER
E  |||  
N  |||  Deckard is standing in front of the mirror. He's
N  |||  staunched the bleeding lip and now he's studying it.
E  |||  
N  |||  The rustle of silk.
E  |||  
N  |||  Rachael appears in the doorway of the bathroom, drink
N  |||  in hand.
E  |||  
N  |||  Deckard doesn't acknowledge her presence.
E  |||  
N  |||  There is a long silence. She sees the muscle ripple in
N  |||  his naked back. Hard body. Scars of old wounds.
E  |||  
C  |||  RACHAEL
D  |||  What if I go North...
D  |||  disappeared ?
E  |||  
N  |||  Deckard gives her a look, turns back to the mirror.
N  |||  Puts a towel over his head.
E  |||  
C  |||  RACHAEL
D  |||  Would you come hunting. ?
E  |||  
N  |||  Rachael waits a long tense moment for an answer.
E  |||  
C  |||  DECKARD
D  |||  No.
E  |||  
N  |||  Deckard waits before he lets it out.
E  |||  
C  |||  DECKARD
D  |||  I guess I owe you.
E  |||  
N  |||  Deckard turns and brushes past her so she has to
N  |||  step back.
E  |||  
C  |||  DECKARD
D  |||  But somebody will.
E  |||  
E  |||  
M  |||  INT. BEDROOM (NIGHT)
E  |||  
N  |||  Deckard is sitting on the bed, wasted, still in his
N  |||  towel, clean white bandages on his face. He touches his
N  |||  lip gently.
E  |||  
N  |||  He can hear the clock ticking and then the whisper of her
N  |||  stockings as she approaches the bedroom from the hallway.
N  |||  He hears her stop, lost in the shadows beyond the door.
N  |||  A pause then her voice.
E  |||  
M  |||  RACHAEL (OS)
M  |||  The file on me.. the incept date,
M  |||  the longevity, the psycho-program,
M  |||  those things.....
E  |||  
N  |||  Her voice hesitates, stops. Deckard sits there as the
N  |||  clock ticks for a long moment.
E  |||  
N  |||  In the corridor, lost in shadows, Rachael is working up
N  |||  the nerve to ask.
E  |||  
C  |||  DECKARD
D  |||  Yeah ?
E  |||  
N  |||  In the shadows Rachael takes a deep breath.
E  |||  
C  |||  RACHAEL
D  |||  You saw them?
E  |||  
N  |||  Deckard, exhausted stares absently into space.
E  |||  
C  |||  DECKARD
D  |||  They're classified.
E  |||  
N  |||  In the corridor, Rachael persists with effort.
E  |||  
C  |||  RACHAEL
D  |||  You're a policeman.
E  |||  
N  |||  Deckard touches a spot on his forehead, looks at the
N  |||  wall.
E  |||  
C  |||  DECKARD
D  |||  I didn't look at them.
E  |||  
N  |||  In the hallway, Rachael is hardly breathing.
E  |||  
M  |||  DECKARD (O.S.)
M  |||  I didn't want to.
E  |||  
N  |||  It must come as a tremendous relief to her. She stands
N  |||  in the shadows, grateful for the smallest favours. She
N  |||  waits a moment, hearing the clock ticking, hearing the
N  |||  distant noises of an apartment house, then she speaks
N  |||  again.
E  |||  
C  |||  RACHAEL
D  |||  That test of yours.. The Voight
D  |||  Kampff test......
E  |||  
N  |||  She pauses before completing the question. It's a
N  |||  biggie.
E  |||  
C  |||  RACHAEL
D  |||  (continuing)
D  |||  .... did you ever take it yourself ?
E  |||  
N  |||  Rachael waits for a long moment in the shadows.
E  |||  
N  |||  The clock ticks.
E  |||  
N  |||  No answer.
E  |||  
N  |||  She moves into the light from the bedroom door and
N  |||  peers in.
E  |||  
N  |||  Deckard is lying on the bed, snoring gently.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. LIVING ROOM NIGHT
E  |||  
N  |||  The CLOCK IS LOUDER in the living room.
E  |||  
N  |||  Rachael walks through the shadowy room lit by a single
N  |||  lamp.
E  |||  
N  |||  She sees a picture of Deckard's wife and son on a
N  |||  table.
E  |||  
N  |||  She looks at it for a long moment as though she might
N  |||  be jealous.
E  |||  
N  |||  She sees a picture on top of the piano.
E  |||  
N  |||  A picture of a little boy and his father in fishing
N  |||  clothes, each holding a pole, the boy proudly display-
N  |||  ing a single under-sized fish, the hint of a smile on
N  |||  the father's face.
E  |||  
N  |||  She looks at the sheet music on the piano, Chopin.
E  |||  
N  |||  She stands close to the keys and starts to play. She
N  |||  makes a mistake almost immedaitely. She sits and
N  |||  starts again and she is just a hair tentative, but
N  |||  there's no mistake... the feeling, the rhythm, the
N  |||  beauty of the music. It fills the whole apartment.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. BEDROOM - NIGHT
E  |||  
N  |||  Deckard is snoring peacefully as the MUSIC ebbs and
N  |||  flows.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. LIVING ROOM - NIGHT
E  |||  
N  |||  Rachael is lost in the music, her face a mask.
E  |||  
E  |||  
M  |||  INT. CITYSCAPE DAWN
E  |||  
N  |||  An ugly day is beginning to an eerie distortion of CHOPIN
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  EXT. SEBASTIAN'S APARTMENT - DAWN
E  |||  
N  |||  Nasty MUSIC a dismal looking building.
E  |||  
N  |||  Do we see strange figures in overcoats from a distance.
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S BUILDING - DAWN
E  |||  
N  |||  A shark's POV of the stairways, hallways, the one's we'll
N  |||  see later a shark's POV gliding along the hall towards
N  |||  Sebastian's apartment. Chopin the ax murderer!
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - DAWN
E  |||  
N  |||  Pris is filling the hours of insomniacal boredom by
N  |||  experimenting with her make up. A bleached white face
N  |||  and black ringed eyes. A sexual waif. A savage doll.
N  |||  She gets up and starts exploring the rooms.
E  |||  
E  |||  
M  |||  INT. WEDDING DRESS ROOM - DAWN
E  |||  
N  |||  She wanders into a large room filled with mannequins
N  |||  dressed in dusty ball gowns.
E  |||  
N  |||  She wanders around wistfully, full of curiosity. She picks
N  |||  out one of the dresses puts it on and stands there, the
N  |||  mannequins surrounding her like a family tableau.
E  |||  
E  |||  
M  |||  INT. SEBASTIAN LABORATORY - DAWN
E  |||  
N  |||  Sebastian is asleep, Kaiser Wilhelm his mouth clamped open
N  |||  is propped up next to him.
E  |||  
N  |||  Pris wanders in, studying the array of his equipment. She
N  |||  puts her eye to the steroscope near Sebastian. It reveals
N  |||  a world of rare beauty. Landscapes, mountains etc.
E  |||  
N  |||  She touches a button, a blue flash erupts.
E  |||  
C  |||  PRIS
D  |||  Oh!
E  |||  
N  |||  Sebastian is awakened.
E  |||  
C  |||  SEBASTIAN
D  |||  Whatcha doin'.
E  |||  
C  |||  PRIS
D  |||  I'm sorry, just peeking.
E  |||  
C  |||  SEBASTIAN
D  |||  Oh.
E  |||  
N  |||  Transfixed, Sebastian stares at her. If an improvement is
N  |||  possible, she looks even better now. Older and even sexier.
E  |||  
C  |||  SEBASTIAN
D  |||  You look better.
E  |||  
C  |||  PRIS
D  |||  Just better.
E  |||  
C  |||  SEBASTIAN
D  |||  (blushing)
D  |||  Well... beautiful.
E  |||  
C  |||  PRIS
D  |||  Thanks.
E  |||  
N  |||  As they are talking, Batty enters the room.
N  |||  Pris sees him but does not register anything on her face.
N  |||  Sebastian does not hear or see him.
E  |||  
N  |||  Pris studies Sebastian for a moment.
E  |||  
C  |||  PRIS
D  |||  How old are you ?
E  |||  
C  |||  SEBASTIAN
D  |||  Twenty.
E  |||  
C  |||  PRIS
D  |||  What's your problem?
E  |||  
C  |||  SEBASTIAN
D  |||  Methuselah Syndrome.
E  |||  
C  |||  PRIS
D  |||  What's that's?
E  |||  
C  |||  SEBASTIAN
D  |||  My glands. They grow old too fast.
E  |||  
C  |||  PRIS
D  |||  Is that why you're still on earth?
E  |||  
C  |||  SEBASTIAN
D  |||  Yeah. Couldn't pass the medical. Anyway
D  |||  I kinda like it here.
E  |||  
N  |||  A moment.
E  |||  
C  |||  PRIS
D  |||  And I like you just the way you are.
D  |||  Hi Roy.
